Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,unique_movies,weighted_average
Aurat,1953,120,4.9,14,128,5,Aurat hindi 1953,5.313586206896552
Ek Takar Bou,2008,137,6.1,30,819,2,Ek Takar Bou bengali 2008,5.889716024340771
Sat Sri Akal,1977,120,5.8,10,8,13,Sat Sri Akal punjabi 1977,5.657274749721914
Navin Saver,2015,87,5.0,1,8,13,Navin Saver punjabi 2015,5.562523510971787
Kabhi Na Kabhi,1998,157,4.4,155,1819,5,Kabhi Na Kabhi hindi 1998,4.5419063479623825
Prahlad,1931,120,5.0,1,0,5,Prahlad hindi 1931,5.562523510971787
Manchi Manasuku Manchi Rojulu,1958,168,5.0,1,8,17,Manchi Manasuku Manchi Rojulu telugu 1958,5.562523510971787
Ramudochhadu,1996,125,6.2,74,158,17,Ramudochhadu telugu 1996,6.065005444646098
Palai palai,2021,120,5.0,1,19,2,Palai palai bengali 2021,5.562523510971787
Na Bhuto Na Bhavishyati,2015,120,5.0,1,5,5,Na Bhuto Na Bhavishyati hindi 2015,5.562523510971787
Sanjeeva,2018,222,5.0,1,8,6,Sanjeeva kannada 2018,5.562523510971787
Miya Bibi Razi,1960,120,5.0,1,819,5,Miya Bibi Razi hindi 1960,5.562523510971787
Shiv Putra Swami Ayappa,1990,120,5.0,1,8,5,Shiv Putra Swami Ayappa hindi 1990,5.562523510971787
Bachpan Ek Dhokha,2015,120,5.0,1,0,5,Bachpan Ek Dhokha hindi 2015,5.562523510971787
Kadamba,2004,156,7.1,10,8,6,Kadamba kannada 2004,6.076629588431591
Banni,2010,120,5.0,1,8,6,Banni kannada 2010,5.562523510971787
The Real Cyanide,0,120,5.0,1,8,5,The Real Cyanide hindi 0,5.562523510971787
Bandham,1983,120,6.0,5,0,9,Bandham malayalam 1983,5.668289124668435
Jhoot Wala Love,2016,90,7.3,24,5619,12,Jhoot Wala Love oriya 2016,6.50167816091954
Passport,1961,127,6.9,26,68,5,Passport hindi 1961,6.31437270726339
Ashiana,1936,120,5.0,1,0,5,Ashiana hindi 1936,5.562523510971787
Eradane Maduve,2010,120,5.0,1,8,6,Eradane Maduve kannada 2010,5.562523510971787
Rain Rain Come Again,2004,120,3.9,62,1624,9,Rain Rain Come Again malayalam 2004,4.327415870378064
Aurat Ka Inteqam,1984,120,4.6,7,18,5,Aurat Ka Inteqam hindi 1984,5.34198275862069
Ami rajneeti chaina,2018,122,5.0,1,9,2,Ami rajneeti chaina bengali 2018,5.562523510971787
Sewa,1942,120,5.0,1,0,5,Sewa hindi 1942,5.562523510971787
Haraamkhor,2015,90,6.4,3696,819,5,Haraamkhor hindi 2015,6.395419832456653
Aurat Pair Ki Juti Nahin Hai,1985,120,5.0,1,8,5,Aurat Pair Ki Juti Nahin Hai hindi 1985,5.562523510971787
Patang,2011,93,6.2,301,8,5,Patang hindi 2011,6.160172413793104
Hyderabad Biryani,2020,120,5.0,1,19,17,Hyderabad Biryani telugu 2020,5.562523510971787
Bibek,2014,46,5.0,1,89,2,Bibek bengali 2014,5.562523510971787
Durgan,1996,120,5.0,1,1,5,Durgan hindi 1996,5.562523510971787
Sorry Enaku Kalyanamayidichu,2005,106,5.0,1,19,17,Sorry Enaku Kalyanamayidichu telugu 2005,5.562523510971787
Thandagan,2020,120,5.0,1,8,16,Thandagan tamil 2020,5.562523510971787
Jake Ghoosh Dite Hoy,1982,68,5.0,1,8,2,Jake Ghoosh Dite Hoy bengali 1982,5.562523510971787
Jung,1988,120,5.0,1,0,13,Jung punjabi 1988,5.562523510971787
Shanti Muhurtam 1984,1984,120,5.0,1,9,16,Shanti Muhurtam 1984 tamil 1984,5.562523510971787
Fugue,2017,17,8.6,5,21819,9,Fugue malayalam 2017,6.168289124668435
I Wonder...,2009,70,5.0,1,7,11,I Wonder... nepali 2009,5.562523510971787
Death Certificate,2017,75,6.8,14,8,2,Death Certificate bengali 2017,6.073586206896552
Mudda Mandaram,1981,126,5.0,1,8,17,Mudda Mandaram telugu 1981,5.562523510971787
Vada Chennai 2,0,120,5.0,1,168,16,Vada Chennai 2 tamil 0,5.562523510971787
Footfairy,2020,115,4.8,274,624,5,Footfairy hindi 2020,4.856188194038574
Boliya Pitaier Sohoki Sootal,2009,90,5.0,1,7,1,Boliya Pitaier Sohoki Sootal assamese 2009,5.562523510971787
